product_id,quantity,unit_price,subtotal,sale_index
5,3,617.5,1852.5,18
35,5,2250.0,11250.0,19
9,4,11250.0,45000.0,19
8,5,11250.0,56250.0,19
13,3,2660.0,7980.0,19
48,4,450.0,1800.0,19
3,4,4050.0,16200.0,19
29,3,850.0,2550.0,19
11,4,1665.0,6660.0,19
53,1,180.0,180.0,20
34,2,420.0,840.0,20
28,4,209.0,836.0,20
50,3,380.0,1140.0,20
11,4,1850.0,7400.0,20
11,2,1665.0,3330.0,21
56,2,420.0,840.0,22
15,1,480.0,480.0,22
25,2,750.0,1500.0,23
30,3,342.0,1026.0,23
28,4,220.0,880.0,23
55,4,162.0,648.0,23
8,2,11875.0,23750.0,24
7,1,3780.0,3780.0,24
42,3,850.0,2550.0,24
27,5,712.5,3562.5,24
56,2,378.0,756.0,24
32,3,1250.0,3750.0,24
23,2,220.0,440.0,25
6,4,7500.0,30000.0,25
49,5,1200.0,6000.0,25
37,4,450.0,1800.0,25
3,4,4500.0,18000.0,26
13,4,2520.0,10080.0,26
47,4,304.0,1216.0,26
46,2,1305.0,2610.0,26
54,3,550.0,1650.0,26
27,1,750.0,750.0,26
18,1,190.0,190.0,26
56,2,420.0,840.0,27
42,1,850.0,850.0,27
21,2,650.0,1300.0,27
53,4,171.0,684.0,28
40,1,7650.0,7650.0,28
33,2,162.0,324.0,28
10,3,4050.0,12150.0,28
36,1,342.0,342.0,28
11,3,1850.0,5550.0,29
29,2,850.0,1700.0,30
2,3,3200.0,9600.0,30
26,3,320.0,960.0,30
33,1,162.0,162.0,30
36,3,361.0,1083.0,30
43,2,650.0,1300.0,30
56,1,420.0,420.0,30
15,3,480.0,1440.0,30
15,2,432.0,864.0,31
34,3,420.0,1260.0,31
14,2,15500.0,31000.0,31
12,5,3200.0,16000.0,31
41,2,6200.0,12400.0,31
39,3,3150.0,9450.0,32
13,5,2800.0,14000.0,32
3,2,4500.0,9000.0,32
39,2,3325.0,6650.0,33
30,1,361.0,361.0,33
23,2,209.0,418.0,34
10,1,4275.0,4275.0,35
20,1,801.0,801.0,35
26,1,320.0,320.0,35
48,3,450.0,1350.0,35
13,5,2660.0,13300.0,36
46,4,1450.0,5800.0,36
44,3,1250.0,3750.0,36
12,2,3200.0,6400.0,37
25,4,712.5,2850.0,37
1,2,1850.0,3700.0,37
9,3,11250.0,33750.0,37
57,4,135.0,540.0,37
49,5,1080.0,5400.0,37
53,5,162.0,810.0,37
56,4,420.0,1680.0,37
1,4,1665.0,6660.0,38
24,5,380.0,1900.0,39
4,2,2200.0,4400.0,39
25,3,750.0,2250.0,39
29,3,807.5,2422.5,39
34,2,378.0,756.0,39
16,4,350.0,1400.0,39
50,2,380.0,760.0,39
36,5,380.0,1900.0,39
39,3,3150.0,9450.0,40
2,5,3040.0,15200.0,40
25,2,675.0,1350.0,40
5,4,650.0,2600.0,40
31,5,450.0,2250.0,40
36,2,380.0,760.0,40
24,3,380.0,1140.0,40
35,4,2250.0,9000.0,40
24,5,342.0,1710.0,41
30,3,380.0,1140.0,41
14,2,15500.0,31000.0,42
52,2,712.5,1425.0,42
21,2,650.0,1300.0,42
4,3,2090.0,6270.0,42
3,3,4500.0,13500.0,42
36,1,342.0,342.0,43
9,2,11875.0,23750.0,43
56,3,399.0,1197.0,43
22,4,304.0,1216.0,43
32,2,1250.0,2500.0,43
51,5,250.0,1250.0,43
29,3,850.0,2550.0,43
16,3,350.0,1050.0,43
17,2,550.0,1100.0,44
12,2,2880.0,5760.0,44
45,3,765.0,2295.0,44
42,3,850.0,2550.0,45
10,2,4500.0,9000.0,45
11,5,1850.0,9250.0,45
27,1,750.0,750.0,45
13,2,2800.0,5600.0,46
8,3,12500.0,37500.0,46
1,1,1850.0,1850.0,46
2,3,3200.0,9600.0,46
3,2,4275.0,8550.0,46
47,3,320.0,960.0,46
54,2,495.0,990.0,46
6,2,7125.0,14250.0,47
32,3,1250.0,3750.0,47
12,2,3200.0,6400.0,47
28,2,220.0,440.0,47
34,3,399.0,1197.0,47
13,1,2800.0,2800.0,48
23,5,209.0,1045.0,48
15,4,480.0,1920.0,49
8,3,12500.0,37500.0,50
55,5,162.0,810.0,50
33,3,180.0,540.0,50
21,4,650.0,2600.0,50
47,1,288.0,288.0,51
6,2,7500.0,15000.0,51
47,5,320.0,1600.0,52
20,1,890.0,890.0,52
26,3,320.0,960.0,53
29,4,850.0,3400.0,53
31,1,450.0,450.0,53
2,4,3200.0,12800.0,53
21,1,650.0,650.0,53
38,1,1125.0,1125.0,53
49,2,1080.0,2160.0,53
19,1,266.0,266.0,54
31,4,450.0,1800.0,54
18,3,190.0,570.0,54
10,5,4050.0,20250.0,54
5,4,585.0,2340.0,54
12,1,3200.0,3200.0,55
17,3,550.0,1650.0,55
13,1,2520.0,2520.0,55
36,1,380.0,380.0,55
4,4,2090.0,8360.0,55
24,4,380.0,1520.0,56
27,5,712.5,3562.5,56
23,2,220.0,440.0,56
51,4,237.5,950.0,57
48,1,427.5,427.5,57
19,1,280.0,280.0,57
41,2,6200.0,12400.0,58
16,4,350.0,1400.0,58
51,2,250.0,500.0,58
28,1,220.0,220.0,58
21,5,585.0,2925.0,58
22,4,320.0,1280.0,58
46,5,1377.5,6887.5,58
20,4,845.5,3382.0,59
46,5,1450.0,7250.0,59
32,3,1250.0,3750.0,59
53,1,171.0,171.0,59
40,1,8500.0,8500.0,59
13,5,2520.0,12600.0,59
27,4,750.0,3000.0,59
12,5,2880.0,14400.0,60
25,3,750.0,2250.0,60
6,2,7500.0,15000.0,60
11,3,1850.0,5550.0,60
14,3,15500.0,46500.0,60
10,2,4050.0,8100.0,60
54,3,522.5,1567.5,60
39,3,3325.0,9975.0,61
37,3,405.0,1215.0,61
43,1,585.0,585.0,61
26,2,288.0,576.0,62
40,1,7650.0,7650.0,62
43,3,650.0,1950.0,62
34,5,420.0,2100.0,62
22,5,320.0,1600.0,62
45,4,850.0,3400.0,62
36,2,380.0,760.0,62
22,3,320.0,960.0,63
30,1,380.0,380.0,63
38,4,1250.0,5000.0,63
12,3,3200.0,9600.0,63
28,3,209.0,627.0,63
2,1,3200.0,3200.0,64
48,2,405.0,810.0,65
11,5,1757.5,8787.5,65
56,4,399.0,1596.0,65
54,4,550.0,2200.0,65
25,2,712.5,1425.0,65
9,1,11875.0,11875.0,65
7,1,4200.0,4200.0,65
42,3,807.5,2422.5,66
12,3,2880.0,8640.0,66
51,1,225.0,225.0,67
53,5,180.0,900.0,67
25,4,675.0,2700.0,67
56,1,420.0,420.0,67
18,3,190.0,570.0,68
50,3,380.0,1140.0,69
45,1,850.0,850.0,70
31,1,427.5,427.5,70
20,3,801.0,2403.0,70
35,1,2137.5,2137.5,70
50,2,342.0,684.0,70
2,4,3040.0,12160.0,70
44,4,1250.0,5000.0,70
20,1,890.0,890.0,71
8,5,12500.0,62500.0,71
10,3,4050.0,12150.0,71
15,5,480.0,2400.0,72
26,1,320.0,320.0,72
8,4,11875.0,47500.0,72
37,5,405.0,2025.0,72
40,5,8500.0,42500.0,73
39,5,3325.0,16625.0,73
29,4,807.5,3230.0,73
34,1,420.0,420.0,73
56,3,420.0,1260.0,73
31,4,450.0,1800.0,73
18,5,180.5,902.5,73
5,5,585.0,2925.0,74
13,2,2800.0,5600.0,74
29,1,850.0,850.0,74
7,1,3780.0,3780.0,74
52,1,675.0,675.0,74
42,5,850.0,4250.0,74
19,3,252.0,756.0,74
31,5,427.5,2137.5,74
23,4,220.0,880.0,75
47,2,304.0,608.0,75
42,5,807.5,4037.5,75
21,1,617.5,617.5,75
54,2,550.0,1100.0,75
56,3,420.0,1260.0,75
49,1,1200.0,1200.0,76
43,1,617.5,617.5,76
22,4,304.0,1216.0,76
31,5,450.0,2250.0,77
28,2,220.0,440.0,77
23,1,220.0,220.0,77
2,5,3200.0,16000.0,77
19,2,280.0,560.0,77
17,3,550.0,1650.0,77
32,2,1187.5,2375.0,78
11,5,1665.0,8325.0,78
16,4,350.0,1400.0,78
37,4,450.0,1800.0,78
22,4,320.0,1280.0,78
24,2,380.0,760.0,78
33,1,162.0,162.0,78
31,2,450.0,900.0,78
21,3,617.5,1852.5,79
48,5,450.0,2250.0,79
10,5,4500.0,22500.0,79
41,1,6200.0,6200.0,79
8,3,12500.0,37500.0,79
5,2,617.5,1235.0,80
34,4,378.0,1512.0,80
57,4,150.0,600.0,80
12,1,2880.0,2880.0,80
7,1,4200.0,4200.0,80
5,4,650.0,2600.0,81
37,4,450.0,1800.0,81
28,4,220.0,880.0,81
26,3,288.0,864.0,81
22,2,320.0,640.0,81
7,5,3990.0,19950.0,81
52,4,750.0,3000.0,82
40,4,8500.0,34000.0,82
7,1,4200.0,4200.0,83
26,3,288.0,864.0,83
26,4,320.0,1280.0,84
4,3,2200.0,6600.0,84
31,5,427.5,2137.5,84
29,3,807.5,2422.5,84
16,3,315.0,945.0,85
30,1,361.0,361.0,85
20,3,890.0,2670.0,85
57,1,150.0,150.0,85
35,5,2250.0,11250.0,85
21,5,650.0,3250.0,85
40,4,8500.0,34000.0,85
19,5,252.0,1260.0,86
54,2,550.0,1100.0,86
3,5,4275.0,21375.0,86
9,5,12500.0,62500.0,86
23,2,209.0,418.0,86
4,4,2200.0,8800.0,87
52,1,675.0,675.0,87
41,1,5890.0,5890.0,87
14,1,15500.0,15500.0,87
27,5,675.0,3375.0,87
7,3,3990.0,11970.0,88
1,3,1757.5,5272.5,88
19,3,280.0,840.0,88
56,4,420.0,1680.0,88
54,4,550.0,2200.0,88
11,1,1757.5,1757.5,88
18,1,190.0,190.0,89
53,5,180.0,900.0,89
6,4,7125.0,28500.0,89
23,2,220.0,440.0,89
8,4,12500.0,50000.0,89
52,5,750.0,3750.0,90
29,5,850.0,4250.0,90
13,5,2800.0,14000.0,91
4,2,1980.0,3960.0,91
52,1,712.5,712.5,92
42,5,850.0,4250.0,92
46,1,1305.0,1305.0,92
37,1,450.0,450.0,92
35,3,2250.0,6750.0,92
36,5,380.0,1900.0,92
19,3,280.0,840.0,92
7,3,4200.0,12600.0,92
55,4,180.0,720.0,93
35,1,2250.0,2250.0,93
49,2,1200.0,2400.0,93
20,2,890.0,1780.0,93
3,4,4275.0,17100.0,93
44,4,1250.0,5000.0,94
46,5,1450.0,7250.0,94
39,5,3500.0,17500.0,95
48,3,450.0,1350.0,96
36,4,380.0,1520.0,97
35,4,2250.0,9000.0,97
26,5,320.0,1600.0,97
38,4,1125.0,4500.0,97
24,2,380.0,760.0,97
29,4,850.0,3400.0,97
48,1,450.0,450.0,97
41,1,6200.0,6200.0,98
22,1,320.0,320.0,98
39,3,3500.0,10500.0,99
31,2,450.0,900.0,99
48,1,405.0,405.0,99
20,2,845.5,1691.0,100
53,2,180.0,360.0,100
37,3,450.0,1350.0,100
13,4,2800.0,11200.0,100
10,2,4050.0,8100.0,101
1,1,1665.0,1665.0,101
47,5,288.0,1440.0,101
12,4,3200.0,12800.0,101
52,1,750.0,750.0,101
41,1,5890.0,5890.0,101
25,1,750.0,750.0,102
34,2,420.0,840.0,102
24,4,342.0,1368.0,102
6,1,6750.0,6750.0,102
38,2,1250.0,2500.0,102
54,1,495.0,495.0,102
33,5,180.0,900.0,102
41,2,5890.0,11780.0,102
5,1,650.0,650.0,103
54,2,522.5,1045.0,103
19,3,252.0,756.0,103
42,1,807.5,807.5,103
48,4,450.0,1800.0,103
7,4,4200.0,16800.0,104
31,5,427.5,2137.5,104
24,1,380.0,380.0,104
46,5,1450.0,7250.0,105
36,4,380.0,1520.0,105
17,3,522.5,1567.5,105
20,1,890.0,890.0,105
10,3,4500.0,13500.0,105
57,5,150.0,750.0,106
45,2,850.0,1700.0,106
50,2,380.0,760.0,106
35,5,2250.0,11250.0,106
8,2,11875.0,23750.0,106
48,2,450.0,900.0,107
36,2,380.0,760.0,107
18,2,190.0,380.0,107
27,5,750.0,3750.0,107
56,5,420.0,2100.0,107
1,5,1850.0,9250.0,107
37,3,450.0,1350.0,107
26,5,320.0,1600.0,108
52,2,712.5,1425.0,108
17,1,495.0,495.0,108
38,1,1250.0,1250.0,109
18,5,190.0,950.0,109
22,2,320.0,640.0,109
9,3,12500.0,37500.0,109
6,5,7500.0,37500.0,109
41,4,6200.0,24800.0,109
32,5,1250.0,6250.0,110
9,1,11250.0,11250.0,111
32,1,1187.5,1187.5,111
24,4,380.0,1520.0,111
46,2,1450.0,2900.0,111
2,4,3200.0,12800.0,111
48,3,450.0,1350.0,111
27,1,712.5,712.5,112
33,3,180.0,540.0,112
2,4,3200.0,12800.0,112
33,3,162.0,486.0,113
52,2,712.5,1425.0,113
39,1,3500.0,3500.0,113
48,3,405.0,1215.0,113
44,4,1250.0,5000.0,113
24,2,380.0,760.0,113
47,1,320.0,320.0,113
40,4,8500.0,34000.0,113
36,5,380.0,1900.0,114
53,2,171.0,342.0,114
21,1,650.0,650.0,114
31,5,450.0,2250.0,114
48,2,450.0,900.0,114
3,4,4500.0,18000.0,114
13,3,2800.0,8400.0,114
39,4,3500.0,14000.0,114
15,3,480.0,1440.0,115
24,3,380.0,1140.0,115
34,3,420.0,1260.0,115
13,3,2800.0,8400.0,115
17,4,550.0,2200.0,115
21,2,650.0,1300.0,115
51,4,237.5,950.0,115
52,2,750.0,1500.0,116
7,3,3990.0,11970.0,116
45,5,765.0,3825.0,116
48,3,450.0,1350.0,116
10,3,4500.0,13500.0,116
15,2,480.0,960.0,116
20,3,890.0,2670.0,116
46,2,1305.0,2610.0,117
15,2,432.0,864.0,117
44,5,1250.0,6250.0,117
5,3,617.5,1852.5,117
31,3,450.0,1350.0,117
17,2,550.0,1100.0,118
43,4,617.5,2470.0,118
4,4,2200.0,8800.0,118
30,1,380.0,380.0,118
29,5,807.5,4037.5,118
1,2,1757.5,3515.0,119
22,1,288.0,288.0,120
53,3,171.0,513.0,120
25,1,750.0,750.0,120
40,4,8500.0,34000.0,121
37,4,427.5,1710.0,121
43,1,650.0,650.0,121
1,4,1665.0,6660.0,121
10,4,4050.0,16200.0,122
41,4,5890.0,23560.0,122
30,3,380.0,1140.0,122
49,3,1200.0,3600.0,122
14,3,15500.0,46500.0,122
40,1,7650.0,7650.0,122
43,1,650.0,650.0,122
25,4,750.0,3000.0,122
10,3,4500.0,13500.0,123
14,2,15500.0,31000.0,123
55,3,162.0,486.0,123
31,1,450.0,450.0,123
32,5,1250.0,6250.0,123
42,1,807.5,807.5,124
2,1,3200.0,3200.0,124
23,2,198.0,396.0,124
11,3,1665.0,4995.0,124
14,4,15500.0,62000.0,124
11,3,1757.5,5272.5,125
27,3,675.0,2025.0,125
40,2,8500.0,17000.0,125
26,2,320.0,640.0,125
34,5,420.0,2100.0,126
43,4,650.0,2600.0,126
35,2,2250.0,4500.0,126
9,5,11250.0,56250.0,126
17,3,522.5,1567.5,126
29,2,807.5,1615.0,126
36,4,342.0,1368.0,126
26,5,320.0,1600.0,126
40,3,8075.0,24225.0,127
39,1,3325.0,3325.0,127
42,2,850.0,1700.0,127
50,1,361.0,361.0,127
33,4,162.0,648.0,127
22,5,304.0,1520.0,127
10,5,4500.0,22500.0,127
52,3,750.0,2250.0,128
36,1,361.0,361.0,128
40,3,8500.0,25500.0,128
44,4,1250.0,5000.0,128
11,3,1850.0,5550.0,128
56,5,378.0,1890.0,128
48,2,450.0,900.0,128
27,5,750.0,3750.0,129
20,4,845.5,3382.0,129
12,3,3200.0,9600.0,129
6,2,6750.0,13500.0,129
41,5,5580.0,27900.0,129
14,5,13950.0,69750.0,129
34,1,399.0,399.0,129
26,4,288.0,1152.0,130
13,5,2520.0,12600.0,130
44,2,1250.0,2500.0,130
32,5,1125.0,5625.0,130
6,4,7500.0,30000.0,130
30,5,380.0,1900.0,130
53,4,180.0,720.0,130
33,5,180.0,900.0,130
27,3,750.0,2250.0,131
30,2,380.0,760.0,131
13,3,2800.0,8400.0,131
57,5,135.0,675.0,131
11,4,1757.5,7030.0,131
53,2,162.0,324.0,131
19,2,266.0,532.0,131
46,2,1450.0,2900.0,131
14,4,15500.0,62000.0,132
43,4,585.0,2340.0,133
19,4,266.0,1064.0,133
24,1,361.0,361.0,133
49,5,1140.0,5700.0,133
27,2,675.0,1350.0,134
4,1,2200.0,2200.0,134
24,4,380.0,1520.0,134
28,5,220.0,1100.0,134
16,2,332.5,665.0,134
31,5,450.0,2250.0,134
51,5,250.0,1250.0,134
3,5,4500.0,22500.0,135
13,4,2520.0,10080.0,135
10,4,4500.0,18000.0,135
33,3,162.0,486.0,135
11,4,1665.0,6660.0,135
44,1,1187.5,1187.5,135
47,3,320.0,960.0,135
32,5,1250.0,6250.0,135
31,5,450.0,2250.0,136
3,5,4050.0,20250.0,136
52,1,712.5,712.5,136
27,2,675.0,1350.0,137
43,4,650.0,2600.0,137
40,4,8500.0,34000.0,137
53,5,180.0,900.0,137
5,2,650.0,1300.0,137
33,4,180.0,720.0,137
7,3,3780.0,11340.0,137
43,2,650.0,1300.0,138
56,3,420.0,1260.0,138
54,5,550.0,2750.0,138
14,2,14725.0,29450.0,138
11,5,1850.0,9250.0,138
24,3,380.0,1140.0,139
48,3,450.0,1350.0,139
39,2,3500.0,7000.0,140
42,1,807.5,807.5,140
22,2,304.0,608.0,140
45,3,850.0,2550.0,140
2,4,3200.0,12800.0,140
15,4,480.0,1920.0,141
29,3,850.0,2550.0,141
9,5,12500.0,62500.0,141
26,4,288.0,1152.0,142
56,4,420.0,1680.0,142
53,5,180.0,900.0,143
5,3,617.5,1852.5,143
2,2,3200.0,6400.0,143
57,1,135.0,135.0,143
13,2,2800.0,5600.0,143
4,2,1980.0,3960.0,143
33,3,171.0,513.0,144
6,4,7500.0,30000.0,144
34,2,378.0,756.0,144
11,4,1850.0,7400.0,144
30,2,342.0,684.0,144
28,3,198.0,594.0,145
57,3,150.0,450.0,145
31,4,450.0,1800.0,145
56,4,420.0,1680.0,146
46,5,1377.5,6887.5,146
28,1,220.0,220.0,146
54,5,550.0,2750.0,146
51,1,225.0,225.0,147
28,3,220.0,660.0,147
44,3,1250.0,3750.0,147
47,2,320.0,640.0,147
36,5,380.0,1900.0,148
39,5,3500.0,17500.0,149
35,4,2025.0,8100.0,149
8,1,11875.0,11875.0,149
28,2,209.0,418.0,149
23,3,220.0,660.0,150
37,3,450.0,1350.0,150
49,2,1200.0,2400.0,150
48,1,450.0,450.0,151
56,4,420.0,1680.0,151
23,2,220.0,440.0,151
46,5,1305.0,6525.0,151
45,2,850.0,1700.0,152
44,4,1250.0,5000.0,152
31,4,450.0,1800.0,153
10,3,4500.0,13500.0,153
53,5,180.0,900.0,153
19,2,280.0,560.0,153
2,1,2880.0,2880.0,153
1,3,1850.0,5550.0,153
35,4,2137.5,8550.0,153
3,5,4050.0,20250.0,154
19,3,252.0,756.0,155
47,2,320.0,640.0,155
29,5,850.0,4250.0,155
7,3,3990.0,11970.0,156
43,1,650.0,650.0,156
33,2,180.0,360.0,156
31,3,427.5,1282.5,156
46,5,1450.0,7250.0,156
50,4,361.0,1444.0,156
32,5,1250.0,6250.0,156
53,3,180.0,540.0,156
23,3,220.0,660.0,157
10,2,4050.0,8100.0,157
38,5,1250.0,6250.0,157
31,3,450.0,1350.0,157
49,2,1200.0,2400.0,157
43,1,650.0,650.0,157
17,1,495.0,495.0,157
56,4,399.0,1596.0,158
21,5,650.0,3250.0,158
32,5,1250.0,6250.0,158
44,4,1250.0,5000.0,159
38,2,1250.0,2500.0,159
6,1,7500.0,7500.0,159
14,5,15500.0,77500.0,160
32,3,1187.5,3562.5,161
21,1,650.0,650.0,161
8,1,12500.0,12500.0,161
40,3,8500.0,25500.0,161
9,5,12500.0,62500.0,161
15,3,480.0,1440.0,161
31,4,450.0,1800.0,162
23,3,220.0,660.0,162
22,2,320.0,640.0,162
40,1,7650.0,7650.0,163
17,2,495.0,990.0,163
56,3,420.0,1260.0,163
48,1,405.0,405.0,164
13,5,2660.0,13300.0,164
57,5,150.0,750.0,164
36,4,380.0,1520.0,164
8,2,12500.0,25000.0,165
25,3,675.0,2025.0,165
42,1,850.0,850.0,165
15,1,432.0,432.0,165
50,5,380.0,1900.0,165
31,1,450.0,450.0,166
44,4,1250.0,5000.0,167
33,4,180.0,720.0,167
48,4,450.0,1800.0,167
23,3,198.0,594.0,167
35,5,2137.5,10687.5,167
18,2,190.0,380.0,168
7,1,4200.0,4200.0,168
30,1,361.0,361.0,169
9,3,11250.0,33750.0,169
27,2,675.0,1350.0,170
40,1,8500.0,8500.0,170
43,3,650.0,1950.0,170
56,3,420.0,1260.0,170
4,5,2090.0,10450.0,170
24,3,380.0,1140.0,170
42,1,850.0,850.0,171
1,4,1850.0,7400.0,171
33,5,180.0,900.0,171
2,3,3200.0,9600.0,172
11,2,1665.0,3330.0,172
1,2,1665.0,3330.0,173
33,3,180.0,540.0,174
34,1,378.0,378.0,174
9,3,11250.0,33750.0,175
8,3,12500.0,37500.0,175
17,2,522.5,1045.0,175
47,1,320.0,320.0,175
57,1,142.5,142.5,175
33,1,180.0,180.0,175
26,3,320.0,960.0,175
11,4,1757.5,7030.0,175
8,4,12500.0,50000.0,176
16,2,350.0,700.0,176
31,4,450.0,1800.0,176
14,5,14725.0,73625.0,177
29,5,850.0,4250.0,177
38,3,1250.0,3750.0,177
46,3,1450.0,4350.0,177
26,3,320.0,960.0,177
40,5,7650.0,38250.0,177
11,2,1757.5,3515.0,178
57,2,142.5,285.0,178
5,3,650.0,1950.0,178
55,5,180.0,900.0,178
39,3,3150.0,9450.0,179
42,5,765.0,3825.0,179
27,1,712.5,712.5,179
18,5,190.0,950.0,179
3,1,4500.0,4500.0,179
55,2,180.0,360.0,179
16,5,332.5,1662.5,180
33,4,180.0,720.0,181
41,5,6200.0,31000.0,181
4,2,2090.0,4180.0,181
43,3,585.0,1755.0,182
17,2,550.0,1100.0,182
13,5,2800.0,14000.0,182
10,5,4275.0,21375.0,182
54,3,495.0,1485.0,183
16,3,315.0,945.0,183
47,2,320.0,640.0,183
19,5,280.0,1400.0,183
1,2,1850.0,3700.0,183
12,5,3200.0,16000.0,184
4,1,2200.0,2200.0,184
55,5,180.0,900.0,184
25,5,750.0,3750.0,184
17,3,522.5,1567.5,184
44,2,1250.0,2500.0,185
39,5,3500.0,17500.0,185
16,2,332.5,665.0,185
36,3,342.0,1026.0,185
47,1,320.0,320.0,185
27,5,750.0,3750.0,185
49,3,1200.0,3600.0,186
34,5,399.0,1995.0,187
27,1,675.0,675.0,187
28,5,220.0,1100.0,187
18,1,180.5,180.5,187
22,1,320.0,320.0,187
51,4,237.5,950.0,188
29,2,765.0,1530.0,188
12,2,3040.0,6080.0,188
3,3,4500.0,13500.0,188
26,1,320.0,320.0,188
28,1,220.0,220.0,189
10,4,4275.0,17100.0,189
55,3,180.0,540.0,189
23,3,209.0,627.0,189
46,3,1450.0,4350.0,189
31,3,450.0,1350.0,189
14,1,13950.0,13950.0,189
51,3,225.0,675.0,189
44,1,1250.0,1250.0,190
53,1,180.0,180.0,190
29,1,850.0,850.0,190
31,3,450.0,1350.0,190
50,1,380.0,380.0,191
12,1,3200.0,3200.0,191
37,5,450.0,2250.0,191
49,4,1200.0,4800.0,191
54,2,550.0,1100.0,192
28,1,209.0,209.0,192
51,2,250.0,500.0,192
13,1,2800.0,2800.0,192
45,5,807.5,4037.5,192
42,1,807.5,807.5,192
7,1,4200.0,4200.0,192
49,1,1140.0,1140.0,193
18,4,190.0,760.0,193
6,4,7500.0,30000.0,193
30,1,380.0,380.0,193
20,4,845.5,3382.0,194
48,3,405.0,1215.0,194
56,2,420.0,840.0,194
2,4,3200.0,12800.0,194
11,4,1850.0,7400.0,194
1,5,1850.0,9250.0,194
54,3,550.0,1650.0,194
34,1,420.0,420.0,195
32,2,1250.0,2500.0,196
33,3,162.0,486.0,196
35,3,2250.0,6750.0,196
34,1,420.0,420.0,196
15,1,480.0,480.0,196
38,2,1187.5,2375.0,197
29,1,850.0,850.0,197
39,1,3500.0,3500.0,197
50,1,342.0,342.0,197
22,2,320.0,640.0,197
27,5,750.0,3750.0,198
23,1,220.0,220.0,198
19,5,252.0,1260.0,198
14,1,15500.0,15500.0,198
10,3,4500.0,13500.0,198
2,2,2880.0,5760.0,198
57,2,150.0,300.0,199
41,5,6200.0,31000.0,199
34,1,399.0,399.0,199
4,5,2200.0,11000.0,199
30,2,342.0,684.0,199
50,5,380.0,1900.0,199
7,5,4200.0,21000.0,199
36,3,380.0,1140.0,199
24,4,380.0,1520.0,200
44,2,1250.0,2500.0,200
41,5,5580.0,27900.0,200
20,2,890.0,1780.0,200
4,4,2090.0,8360.0,200
35,5,2250.0,11250.0,201
49,4,1200.0,4800.0,201
29,3,850.0,2550.0,201
2,2,3040.0,6080.0,201
44,4,1187.5,4750.0,201
11,1,1850.0,1850.0,201
